Middle Super Output Area,Table 1: 2013 Available Low Grade Heat;Typical Temperature;Greater London Totals (GWh);As a % of total heat demand;MSOA Name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh 
E02000001,City of London 001,9,254,"274,091",,765,"20,418","27,988","2,940", -   , -   ,"1,877","14,693", -   ,392, -   ,"8,572","4,599",357
E02000002,Barking and Dagenham 001,292,"8,298",,, -   ,"4,166","10,390", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,23
E02000003,Barking and Dagenham 002,535,"12,577",,, -   ,439,"4,854", -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,19
E02000004,Barking and Dagenham 003,"1,540","43,843",,, -   ,455,"1,288", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,390",50
E02000005,Barking and Dagenham 004,216,"5,227",,, -   ,455,"1,013", -   ,"7,790", -   ,578, -   , -   ,, -   , -   , -   ,15
E02000006,Barking and Dagenham 005,96,"2,675",,, -   ,391,"1,091", -   , -   , -   ,289, -   , -   ,, -   , -   , -   ,5
E02000007,Barking and Dagenham 006,807,"22,184",,, -   ,347,"4,812",140, -   , -   , -   , -   , -   ,, -   , -   ,"10,255",39
E02000008,Barking and Dagenham 007,218,"6,031",,, -   ,423,"1,000", -   , -   , -   , -   , -   , -   ,, -   , -   ,"30,731",38
E02000009,Barking and Dagenham 008,48,"1,110",,, -   ,455,974, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,3
E02000010,Barking and Dagenham 009,229,"6,516",,, -   ,455,"1,288", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,400",12
E02000011,Barking and Dagenham 010,418,"11,886",,, -   ,455,818,140, -   , -   , -   , -   , -   ,, -   , -   ,"2,415",16
E02000012,Barking and Dagenham 011,230,"6,008",,, -   ,455,"1,288", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,8
E02000013,Barking and Dagenham 012,515,"13,988",,, -   ,455,"1,288", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,16
E02000014,Barking and Dagenham 013,369,"9,838",,, -   ,455,"1,143", -   , -   , -   ,144, -   , -   ,, -   , -   ,"3,682",16
E02000015,Barking and Dagenham 014,803,"22,654",,, -   ,439,"1,065", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,959",28
E02000016,Barking and Dagenham 015,230,"6,544","171,979",, -   ,488,"4,221",140, -   , -   ,"4,141", -   , -   ,, -   ,"3,387", -   ,191
E02000017,Barking and Dagenham 016,170,"4,828",,, -   ,455,"1,130", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,7
E02000018,Barking and Dagenham 017,369,"10,512",,, -   ,455,"1,288",140, -   , -   , -   , -   , -   ,, -   , -   ,"3,412",16
E02000019,Barking and Dagenham 018,521,"13,624",,,"3,237,696",412,"9,806",140, -   , -   ,"1,709", -   , -   ,, -   , -   ,"3,266","3,267"
E02000020,Barking and Dagenham 019,835,"23,775",,, -   ,455,"1,078", -   , -   , -   , -   , -   , -   ,, -   , -   ,"15,505",42
E02000021,Barking and Dagenham 020,410,"11,664",,, -   ,461,"1,288", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,016",17
E02000022,Barking and Dagenham 021,194,"5,526",,, -   ,450,"5,487", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,200",15
E02000023,Barking and Dagenham 022,537,"15,281",,, -   ,455,"1,288", -   , -   , -   , -   , -   , -   ,,"29,200", -   ,"2,463",49
E02000024,Barnet 001,30,120,,, -   ,"3,450","5,994",140, -   , -   ,289, -   , -   ,, -   , -   , -   ,10
E02000025,Barnet 002,590,"15,431",,, -   ,"3,385","1,026", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,20
E02000026,Barnet 003,405,"10,868",,, -   ,"3,483","1,039", -   , -   , -   , -   ,"1,911", -   ,, -   , -   , -   ,18
E02000027,Barnet 004,589,"14,431",,, -   ,590,"5,730", -   , -   , -   , -   , -   , -   ,, -   , -   ,"13,979",35
E02000028,Barnet 005,69,"1,906",,, -   ,"3,483","4,601",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000029,Barnet 006,460,"12,176",,, -   ,510,"5,192",140, -   , -   ,289, -   , -   ,, -   , -   , -   ,19
E02000030,Barnet 007,"4,804","136,727",,, -   ,590,"5,730",280, -   , -   , -   , -   , -   ,, -   , -   ,"3,755",152
E02000031,Barnet 008,432,"9,993",,, -   ,"3,873","5,572", -   , -   , -   ,289, -   , -   ,, -   , -   ,"2,936",23
E02000032,Barnet 009,173,"4,826",,, -   ,590,"4,432", -   , -   , -   , -   , -   , -   ,, -   , -   ,"6,571",17
E02000033,Barnet 010,460,"13,084",,, -   ,"3,320","1,182",140, -   ,560, -   , -   , -   ,, -   , -   ,"9,619",28
E02000034,Barnet 011,448,"12,115",,, -   ,505,"1,195", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,14
E02000035,Barnet 012,264,"7,276",,, -   ,"4,166","11,624", -   , -   , -   ,144, -   , -   ,, -   , -   ,"6,622",30
E02000036,Barnet 013,190,"5,417",,, -   ,590,"5,318", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,12
E02000037,Barnet 014,600,"17,090",,, -   ,590,"4,685", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,23
E02000038,Barnet 015,485,"10,900",,, -   ,461,"12,273",140, -   , -   , -   , -   , -   ,, -   , -   ,"4,053",28
E02000039,Barnet 016,565,"15,013",,, -   ,"3,678","4,896", -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,24
E02000040,Barnet 017,"2,395","66,631",,, -   ,590,"6,163", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,76
E02000041,Barnet 018,91,"1,808",,, -   ,532,"12,273",140, -   , -   ,433, -   , -   ,, -   , -   , -   ,15
E02000042,Barnet 019,55,535,,, -   ,"3,711","10,715",140, -   , -   ,289, -   , -   ,, -   , -   ,"3,899",19
E02000043,Barnet 020,268,"6,757",,, -   ,590,"5,730",140, -   , -   , -   , -   , -   ,, -   , -   ,"11,971",25
E02000044,Barnet 021,251,"6,866",,, -   ,"3,385","5,730",280, -   , -   , -   , -   , -   ,, -   , -   , -   ,17
E02000045,Barnet 022,425,"8,957",,, -   ,"3,418","14,156",140, -   , -   ,"1,998", -   , -   ,, -   , -   ,"16,385",45
E02000046,Barnet 023,33,929,,, -   ,"4,524","9,806",140, -   , -   ,"1,709", -   , -   ,, -   , -   , -   ,17
E02000047,Barnet 024,358,"9,621",,, -   ,"3,450","5,192", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,19
E02000048,Barnet 025,"1,372","38,269",,, -   ,"3,255","10,130", -   , -   ,560,289, -   , -   ,, -   , -   , -   ,54
E02000049,Barnet 026,114,"3,247",,, -   ,590,701, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,5
E02000050,Barnet 027,244,927,,, -   ,590,"10,000",140, -   ,560, -   , -   , -   ,, -   , -   , -   ,12
E02000051,Barnet 028,36,"1,028",,, -   ,"4,492","4,643", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000052,Barnet 029,40,968,,, -   ,"3,711","5,361", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000053,Barnet 030,351,"9,087",,, -   ,477,"5,741", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,16
E02000054,Barnet 031,367,"10,100",,, -   ,"3,450","4,348", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,18
E02000055,Barnet 032,30,866,,, -   ,"3,548","4,516",280, -   , -   ,578, -   , -   ,, -   , -   , -   ,10
E02000056,Barnet 033,215,"5,409",,, -   ,590,"5,994", -   , -   ,560, -   , -   , -   ,, -   , -   , -   ,13
E02000057,Barnet 034,181,"5,164",,, -   ,590,"4,221",280, -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000058,Barnet 035,33,408,,, -   ,"4,199","10,585", -   , -   ,560,289, -   , -   ,, -   , -   , -   ,16
E02000059,Barnet 036,746,"19,192",,, -   ,"3,288","5,656", -   , -   , -   ,144, -   , -   ,, -   , -   ,"4,003",33
E02000060,Barnet 037,81,"2,291",,, -   ,"6,553","4,643", -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,14
E02000061,Barnet 038,60,"1,380",,, -   ,"4,101","11,429",140, -   , -   ,144, -   , -   ,, -   , -   , -   ,17
E02000062,Barnet 039,362,"9,642",,, -   ,590,"22,209",140, -   , -   ,"1,998", -   , -   ,, -   , -   ,"14,942",50
E02000063,Barnet 040,321,"6,915",,, -   ,467,"5,730", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,13
E02000064,Barnet 041,204,"5,794",,, -   ,439,"4,516",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,11
E02000065,Bexley 001,"1,848","52,598",,"187,357.10", -   ,429,"4,302", -   , -   , -   , -   , -   ,"1,843,654",, -   , -   ,"6,193","2,096"
E02000066,Bexley 002,367,"10,339",,, -   ,465,"4,302", -   , -   , -   , -   , -   , -   ,, -   , -   ,"6,875",22
E02000067,Bexley 003,534,"13,942",,,"1,092,372","3,418","4,685",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,"1,115"
E02000068,Bexley 004,223,"6,342","34,339",,"10,714",396,"4,305", -   ,"7,790",499,578, -   , -   ,, -   ,464, -   ,66
E02000069,Bexley 005,431,"12,185",,, -   ,465,"1,156", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,14
E02000070,Bexley 006,200,"5,187",,, -   ,465,"4,302", -   , -   , -   ,289, -   , -   ,, -   , -   , -   ,10
E02000071,Bexley 007,151,"4,275",,, -   ,465,987, -   , -   , -   ,289, -   , -   ,, -   , -   , -   ,6
E02000072,Bexley 008,651,"18,105",,, -   ,358,883, -   , -   , -   , -   , -   , -   ,, -   , -   ,"4,523",25
E02000073,Bexley 009,20,307,,, -   ,465,"1,143", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,2
E02000074,Bexley 010,162,"3,590",,, -   ,304,"4,302", -   , -   , -   , -   , -   , -   ,, -   , -   ,"11,140",19
E02000075,Bexley 011,135,"3,390",,, -   ,465,"5,023", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,9
E02000076,Bexley 012,527,"13,357",,, -   ,465,935, -   , -   , -   , -   , -   , -   ,, -   , -   ,"12,563",28
E02000077,Bexley 013,57,"1,394",,, -   ,465,"1,026", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,3
E02000078,Bexley 014,272,"7,011",,, -   ,465,"4,221", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,992",15
E02000079,Bexley 015,85,"2,414","41,899",, -   ,"3,353","10,585",140, -   , -   ,"1,998", -   , -   ,, -   ,"1,738", -   ,62
E02000080,Bexley 016,10,278,,, -   ,456,"1,195",140, -   , -   ,866, -   , -   ,, -   , -   , -   ,3
E02000081,Bexley 017,211,"5,382",,, -   ,537,"4,939", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,997",14
E02000082,Bexley 018,52,"1,471",,, -   ,465,"1,143", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,3
E02000083,Bexley 019,63,775,"68,496","35,337.00", -   ,391,"5,909",140, -   , -   ,144, -   , -   ,, -   ,"1,113","3,764",116
E02000084,Bexley 020,527,"13,781",,, -   ,391,974,140, -   , -   ,"1,709", -   , -   ,, -   , -   ,"14,555",32
E02000085,Bexley 021,327,"8,271",,, -   ,465,"1,247", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000086,Bexley 022,235,"6,494",,, -   ,499,"4,390", -   , -   , -   ,289, -   , -   ,, -   , -   ,"2,849",15
E02000087,Bexley 023,862,"21,805",,, -   ,450,"4,432", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,934",30
E02000088,Bexley 024,334,"8,202",,, -   ,465,"4,302", -   , -   , -   , -   , -   , -   ,, -   , -   ,"9,733",23
E02000089,Bexley 025,179,"2,081",,, -   ,465,"4,302", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,024",10
E02000090,Bexley 026,152,"3,623",,, -   ,532,"4,643", -   , -   , -   ,"1,300", -   , -   ,, -   , -   ,"3,268",14
E02000091,Bexley 027,380,"9,599",,, -   ,"3,255","4,559", -   ,"7,790",264, -   , -   , -   ,, -   , -   , -   ,26
E02000092,Bexley 028,997,"26,880",,, -   ,"3,418","5,909",140, -   , -   ,578, -   , -   ,,"29,200", -   ,"2,377",69
E02000093,Brent 001,107,"3,034",,, -   ,"3,776","1,221", -   , -   , -   ,578, -   , -   ,, -   , -   , -   ,9
E02000094,Brent 002,123,"3,502",,, -   ,439,"5,909", -   , -   , -   ,"1,709", -   , -   ,, -   , -   , -   ,12
E02000095,Brent 003,332,"8,481",,, -   ,"4,069","6,163", -   , -   , -   ,144, -   , -   ,, -   , -   ,"3,363",23
E02000096,Brent 004,293,"8,111",,, -   ,"3,320","10,650", -   , -   , -   , -   , -   , -   ,, -   , -   ,"8,185",31
E02000097,Brent 005,"1,029","28,666",,, -   ,606,"4,727", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,35
E02000098,Brent 006,667,"18,832",,, -   ,"3,711","5,062", -   , -   , -   ,"1,709", -   , -   ,, -   , -   ,"2,678",33
E02000099,Brent 007,104,"2,952",,, -   ,606,"5,062", -   , -   , -   ,289, -   , -   ,, -   , -   ,"2,696",12
E02000100,Brent 008,645,"18,091",,, -   ,606,"5,062",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,25
E02000101,Brent 009,178,"4,784",,, -   ,606,"10,585", -   , -   , -   ,"2,287", -   , -   ,, -   , -   ,"3,030",21
E02000102,Brent 010,396,"10,869",,, -   ,537,688, -   , -   , -   , -   , -   , -   ,, -   , -   ,"8,549",21
E02000103,Brent 011,476,"12,708",,, -   ,606,"5,062", -   , -   , -   ,578,"21,201", -   ,, -   , -   ,"8,643",49
E02000104,Brent 012,124,"3,521",,, -   ,"3,776","1,000", -   , -   , -   , -   , -   , -   ,, -   , -   ,"7,483",16
E02000105,Brent 013,491,"13,728",,, -   ,532,"5,107",420, -   , -   , -   , -   , -   ,, -   , -   , -   ,20
E02000106,Brent 014,66,"1,676",,, -   ,606,"5,403", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,8
E02000107,Brent 015,75,"2,148",,, -   ,"3,450","4,727", -   , -   , -   ,289, -   , -   ,, -   , -   , -   ,11
E02000108,Brent 016,164,"4,485",,, -   ,606,"5,062", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000109,Brent 017,221,"6,152",,, -   ,"4,101","5,062", -   , -   , -   ,578, -   , -   ,, -   , -   ,"2,925",19
E02000110,Brent 018,111,"3,097",,, -   ,606,"1,260", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,5
E02000111,Brent 019,129,"3,674",,, -   ,"3,418","4,896", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,12
E02000112,Brent 020,162,"4,150",,, -   ,"3,971","1,169", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,140",13
E02000113,Brent 021,244,"5,842",,,"92,400",606,"5,062", -   , -   , -   ,"1,709", -   , -   ,, -   , -   ,"3,281",109
E02000114,Brent 022,0,9,,, -   ,488,"9,871", -   , -   , -   ,578, -   , -   ,, -   , -   , -   ,11
E02000115,Brent 023,21,589,,, -   ,"3,320","5,062", -   , -   , -   ,433, -   , -   ,, -   , -   , -   ,9
E02000116,Brent 024,144,"4,022",,, -   ,"3,906","5,234",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,13
E02000117,Brent 025,68,"1,617",,, -   ,"3,515","1,169", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,6
E02000118,Brent 026,162,"4,416",,, -   ,"3,515","4,727", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,353",16
E02000119,Brent 027,551,"15,492","176,250",, -   ,"4,590","10,000", -   , -   , -   , -   ,"167,905", -   ,, -   ,"2,948","2,273",380
E02000120,Brent 028,15,426,,, -   ,"3,581","10,585",140, -   , -   ,433, -   , -   ,, -   , -   ,"2,963",18
E02000121,Brent 029,240,"6,697",,, -   ,606,"13,247", -   , -   , -   ,144, -   , -   ,, -   , -   ,"5,876",27
E02000122,Brent 030,89,"2,469",,, -   ,606,"1,169", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,4
E02000123,Brent 031,20,427,,, -   ,510,"1,143",140, -   , -   ,289, -   , -   ,, -   , -   ,"14,236",17
E02000124,Brent 032,132,"3,762","22,893",, -   ,"6,944","4,601",420, -   , -   ,144, -   , -   ,, -   ,"1,542","3,139",44
E02000125,Brent 033,2,43,,, -   ,606,"4,812", -   , -   , -   , -   , -   , -   ,, -   , -   ,"6,101",12
E02000126,Brent 034,62,"1,776",,, -   ,"3,743","4,432", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,421",12
E02000127,Bromley 001,18,17,,, -   ,526,"1,156", -   , -   , -   ,289, -   , -   ,, -   , -   ,"3,458",5
E02000128,Bromley 002,672,"17,913",,, -   ,"3,613","5,614", -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,28
E02000129,Bromley 003,"1,043","27,889",,, -   ,526,"5,065", -   , -   , -   ,289, -   , -   ,, -   , -   ,"3,045",38
E02000130,Bromley 004,311,"6,267",,, -   ,526,"1,286", -   , -   , -   ,289, -   , -   ,, -   , -   ,"6,132",15
E02000131,Bromley 005,20,552,,, -   ,418,883, -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,2
E02000132,Bromley 006,528,"15,035",,, -   ,494,"6,078", -   , -   , -   ,"1,155", -   , -   ,, -   , -   ,"3,471",27
E02000133,Bromley 007,32,91,"41,376",, -   ,526,"4,474", -   , -   , -   , -   , -   , -   ,, -   ,"1,599","6,046",54
E02000134,Bromley 008,119,"2,516","260,291",, -   ,"4,004","15,325", -   , -   , -   ,289, -   , -   ,, -   ,"6,036","4,283",293
E02000135,Bromley 009,307,"8,741",,, -   ,396,"1,000", -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,11
E02000136,Bromley 010,"1,334","37,398",,, -   ,499,"12,663", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,52
E02000137,Bromley 011,285,"8,122",,, -   ,526,"5,132", -   , -   , -   , -   , -   , -   ,, -   , -   ,"6,233",20
E02000138,Bromley 012,258,"6,636",,, -   ,"3,483","1,169", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,12
E02000139,Bromley 013,497,"11,007",,, -   ,532,"4,348", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,912",22
E02000140,Bromley 014,247,"6,772",,, -   ,"3,873","4,305", -   , -   , -   ,144, -   , -   ,, -   , -   ,"3,131",18
E02000141,Bromley 015,41,418,,, -   ,450,"4,474", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,5
E02000142,Bromley 016,26,18,,, -   ,488,"5,783", -   , -   , -   ,"1,709", -   , -   ,, -   , -   ,"3,290",11
E02000143,Bromley 017,396,"9,655",,, -   ,537,"9,871", -   , -   , -   ,"1,709", -   , -   ,, -   , -   , -   ,22
E02000144,Bromley 018,256,"6,860",,, -   ,"3,971","11,299", -   , -   , -   ,289, -   , -   ,, -   , -   ,"9,738",32
E02000145,Bromley 019,"3,484","98,703",,, -   ,526,"15,131", -   , -   , -   ,"1,709", -   , -   ,, -   , -   ,"3,105",123
E02000146,Bromley 020,626,"16,891",,, -   ,537,"1,260", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,19
E02000147,Bromley 021,55,"1,546",,, -   ,526,"5,132", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,7
E02000148,Bromley 022,462,"12,985",,, -   ,"3,353","5,318", -   , -   , -   ,578, -   , -   ,, -   , -   ,"5,180",28
E02000149,Bromley 023,292,"6,568",,, -   ,526,"10,130", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,038",21
E02000150,Bromley 024,"1,174","32,989",,, -   ,526,"1,143", -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,36
E02000151,Bromley 025,157,"4,156",,, -   ,526,"5,132", -   , -   , -   , -   , -   , -   ,, -   , -   ,"6,163",16
E02000152,Bromley 026,977,"26,638",,, -   ,526,"1,026", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,29
E02000153,Bromley 027,554,"14,753",,, -   ,526,"5,132", -   , -   , -   ,144, -   , -   ,, -   , -   ,"3,116",24
E02000154,Bromley 028,137,"3,894",,, -   ,"3,613","4,812", -   , -   , -   ,144, -   , -   ,, -   , -   ,"3,109",16
E02000155,Bromley 029,79,"2,242",,, -   ,499,"1,260", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,809",7
E02000156,Bromley 030,"1,160","31,873",,, -   ,515,"4,896",140, -   , -   ,722, -   , -   ,, -   , -   ,"10,500",50
E02000157,Bromley 031,144,"4,089",,, -   ,526,"5,132", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000158,Bromley 032,428,"12,177",,, -   ,526,948, -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,002",17
E02000159,Bromley 033,64,584,,, -   ,526,"11,039", -   , -   , -   ,"1,854", -   , -   ,, -   , -   ,"2,757",17
E02000160,Bromley 034,804,"22,876",,, -   ,537,"4,305", -   , -   , -   , -   , -   , -   ,, -   , -   ,"21,623",50
E02000161,Bromley 035,74,"2,026",,, -   ,526,"5,132", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,371",11
E02000162,Bromley 036,487,"12,184",,, -   ,526,"5,132", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,684",21
E02000163,Bromley 037,"2,206","62,328",,, -   ,477,"4,305", -   , -   , -   ,289, -   , -   ,, -   , -   ,"3,041",73
E02000164,Bromley 038,284,"7,479",,, -   ,358,"5,107", -   , -   , -   ,433, -   , -   ,, -   , -   ,"4,769",18
E02000165,Bromley 039,158,"4,494",,, -   ,526,"1,117", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,822",9
E02000166,Camden 001,887,"24,724",,, -   ,"4,362","10,130", -   , -   , -   ,144, -   , -   ,, -   , -   ,"12,984",53
E02000167,Camden 002,123,"3,180",,, -   ,"17,478","25,651", -   , -   , -   ,144, -   , -   ,, -   , -   ,"11,371",58
E02000168,Camden 003,13,363,,, -   ,"4,199","5,023",560, -   , -   ,144, -   , -   ,131, -   , -   ,"3,274",14
E02000169,Camden 004,36,"1,013",,, -   ,944,"18,053", -   , -   , -   ,144, -   , -   ,131, -   , -   , -   ,20
E02000170,Camden 005, -   , -   ,,, -   ,"4,752","5,065", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000171,Camden 006,13,382,,, -   ,"7,291","12,258", -   , -   , -   , -   , -   , -   ,, -   , -   ,"7,324",27
E02000172,Camden 007,37,"1,011",,, -   ,"4,069","4,727",840, -   , -   ,433, -   , -   ,262, -   , -   ,"4,495",16
E02000173,Camden 008,20,573,,, -   ,"7,335","13,897", -   , -   , -   , -   , -   , -   ,, -   , -   ,"5,462",27
E02000174,Camden 009,32,900,,, -   ,"4,232","5,276", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,746",14
E02000175,Camden 010,54,"1,537","33,375",, -   ,"4,752","10,650",140, -   , -   ,144, -   , -   ,, -   ,"1,902","3,717",56
E02000176,Camden 011,5,111,,, -   ,"8,029","12,258", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,20
E02000177,Camden 012,33,939,,, -   ,"7,161","5,952",420, -   , -   ,289, -   , -   ,, -   , -   , -   ,15
E02000178,Camden 013,54,"1,543",,, -   ,"4,394","5,698", -   , -   , -   ,289, -   , -   ,, -   , -   ,"9,848",22
E02000179,Camden 014,24,537,,, -   ,"7,378","11,234",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,19
E02000180,Camden 015,39,"1,107",,, -   ,"4,687","4,516",140, -   , -   ,144, -   , -   ,, -   , -   ,"3,464",14
E02000181,Camden 016,27,771,,, -   ,944,"5,192", -   , -   , -   ,144, -   , -   ,, -   , -   ,"3,187",10
E02000182,Camden 017,169,"4,802",,, -   ,"8,116","10,130", -   , -   , -   ,433, -   , -   ,262, -   , -   ,"5,530",29
E02000183,Camden 018,168,"4,775",,, -   ,"7,986","14,221", -   , -   , -   ,578, -   , -   ,, -   , -   ,"3,379",31
E02000184,Camden 019,9,269,,, -   ,"6,770","11,104",140, -   , -   ,144,"9,194", -   ,, -   , -   ,"3,803",31
E02000185,Camden 020,43,"1,226",,, -   ,"4,329","4,939",140, -   , -   , -   , -   , -   ,, -   , -   ,"3,658",14
E02000186,Camden 021,11,321,"86,380",, -   ,"20,010","16,429",840, -   , -   ,722, -   , -   ,262, -   ,"4,026","2,690",132
E02000187,Camden 022,49,"1,387","96,577",, -   ,"8,203","19,806", -   , -   , -   ,433, -   , -   ,262, -   ,"2,490","3,431",133
E02000188,Camden 023,65,"1,626",,, -   ,"18,540","17,533", -   , -   , -   ,144, -   , -   ,262, -   , -   ,"3,316",41
E02000189,Camden 024,2,70,,, -   ,"7,031","9,741",280, -   , -   , -   , -   , -   ,, -   , -   ,"2,893",20
E02000190,Camden 025,76,"2,166",,, -   ,"8,376","5,994",140, -   , -   ,289, -   , -   ,, -   , -   ,"3,361",20
E02000191,Camden 026,27,782,,,"2,219","19,193","17,144",280, -   , -   ,"1,011", -   , -   ,, -   , -   ,"3,372",44
E02000192,Camden 027,2,63,"243,510",, -   ,"17,396","11,754",280, -   , -   ,144, -   , -   ,, -   ,"4,101","2,869",280
E02000193,Camden 028, -   , -   ,"59,820",,"1,148","19,520","20,650",840, -   , -   ,722, -   , -   ,523, -   ,"2,722","3,185",109
E02000194,Croydon 001,374,"10,286",,, -   ,347,"4,348",280, -   , -   ,144, -   , -   ,, -   , -   ,"3,008",19
E02000195,Croydon 002,275,"4,523",,, -   ,455,779, -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,351",9
E02000196,Croydon 003,345,"8,863",,, -   ,288,"4,516", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,562",17
E02000197,Croydon 004,89,"2,522",,, -   ,304,"1,117",280, -   , -   ,433, -   , -   ,, -   , -   , -   ,5
E02000198,Croydon 005,61,"1,270",,, -   ,358,701,140, -   , -   , -   , -   , -   ,, -   , -   , -   ,3
E02000199,Croydon 006,181,"5,142",,, -   ,455,909, -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,7
E02000200,Croydon 007,314,"8,944",,, -   ,526,"1,026", -   , -   , -   ,289, -   , -   ,, -   , -   , -   ,11
E02000201,Croydon 008,70,"1,986",,, -   ,309,753, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,3
E02000202,Croydon 009,49,"1,388",,, -   ,450,"1,078", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,767",7
E02000203,Croydon 010,143,"2,732",,, -   ,271,974,280, -   , -   ,"1,709", -   , -   ,, -   , -   ,"16,527",23
E02000204,Croydon 011,122,"2,032",,, -   ,380,"1,182", -   , -   ,560,722, -   , -   ,, -   , -   ,"7,330",12
E02000205,Croydon 012,755,"21,470",,, -   ,455,318, -   , -   , -   , -   , -   , -   ,, -   , -   ,"19,017",42
E02000206,Croydon 013,160,"2,954",,, -   ,467,844, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,4
E02000207,Croydon 014,401,"11,224",,, -   ,423,792, -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,13
