Middle Super Output Area,MSOA name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh ,
E02000911,Waltham Forest 017,76,"2,097", -   , -   , -   ,513,"6,357",327, -   , -   ,"2,448", -   , -   , -   , -   , -   ,"20,172",32,
E02000912,Waltham Forest 018,"1,185","38,202","26,904", -   , -   ,576,"5,006",327, -   , -   ,275, -   , -   , -   , -   ,"4,061","4,562",81,
E02000913,Waltham Forest 019,46,"1,565", -   , -   , -   ,551,"1,456", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,
E02000914,Waltham Forest 020,66,"2,266", -   , -   , -   ,608,"5,075",163, -   , -   ,"1,625", -   , -   , -   , -   , -   , -   ,10,
E02000915,Waltham Forest 021,585,"19,910", -   , -   , -   ,576,"5,667", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,27,
E02000916,Waltham Forest 022,"1,492","45,940", -   , -   , -   ,576,"1,228",327, -   , -   , -   , -   , -   , -   , -   , -   ,"18,772",68,
E02000917,Waltham Forest 023,87,"2,971", -   , -   , -   ,576,"5,371", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9,
E02000918,Waltham Forest 024,33,825, -   , -   , -   ,494,"1,471",163, -   , -   ,"1,625", -   , -   , -   , -   , -   , -   ,5,
E02000919,Waltham Forest 025,28,924, -   , -   , -   ,576,"1,334", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3,
E02000920,Waltham Forest 026,712,"20,854", -   , -   , -   ,"3,838","11,675",163, -   , -   ,"1,899", -   , -   , -   , -   , -   ,"9,427",49,
E02000921,Waltham Forest 027,49,"1,613", -   , -   , -   ,621,"1,107",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,
E02000922,Waltham Forest 028,0,3, -   , -   , -   ,576,"1,107", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,
E02000923,Wandsworth 001,5,175, -   , -   , -   ,"9,525","11,675", -   , -   , -   ,275, -   , -   , -   , -   , -   ,"3,801",25,
E02000924,Wandsworth 002,525,"17,987", -   , -   , -   ,"5,548","5,273", -   , -   , -   ,137,294, -   , -   , -   , -   ,"5,331",35,
E02000925,Wandsworth 003,63,"2,154", -   , -   , -   ,"4,750","5,273", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,897",16,
E02000926,Wandsworth 004,125,"4,269", -   , -   , -   ,"8,866","11,978", -   , -   , -   ,275, -   , -   , -   , -   , -   ,"4,416",30,
E02000927,Wandsworth 005,14,480, -   , -   , -   ,"4,218","6,455", -   , -   , -   ,137, -   , -   , -   , -   , -   ,"3,713",15,
E02000928,Wandsworth 006,345,"11,823", -   , -   , -   ,"5,434","7,244", -   , -   , -   ,137, -   , -   , -   , -   , -   ,"4,876",30,
E02000929,Wandsworth 007,65,"2,226", -   , -   , -   ,782,"1,349", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,777",8,
E02000930,Wandsworth 008,77,"2,631", -   , -   , -   ,"4,674","15,314", -   , -   , -   ,"2,586", -   , -   , -   , -   , -   ,"4,790",30,
E02000931,Wandsworth 009,413,"14,137", -   , -   , -   ,782,"6,899", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,470",27,
E02000932,Wandsworth 010,151,"5,162","44,533","75,032", -   ,"5,662","15,693", -   , -   , -   ,549, -   , -   , -   , -   ,"3,153","5,915",156,
E02000933,Wandsworth 011,40,"1,122", -   , -   , -   ,"8,461","7,046", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,757",21,
E02000934,Wandsworth 012,19,654, -   , -   , -   ,551,"11,447", -   , -   ,713,412, -   , -   , -   , -   , -   ,"4,708",19,
E02000935,Wandsworth 013,113,"3,868", -   , -   , -   ,"4,446","1,001", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,420",13,
E02000936,Wandsworth 014,52,"1,780", -   , -   , -   ,"7,701","6,373", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,887",21,
E02000937,Wandsworth 015,680,"23,265", -   , -   , -   ,"4,408","14,631", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,363",47,
E02000938,Wandsworth 016,527,"17,026", -   , -   , -   ,"5,548",788, -   , -   , -   , -   , -   , -   , -   , -   , -   ,"12,280",36,
E02000939,Wandsworth 017,107,"3,674", -   , -   , -   ,782,"6,373", -   , -   , -   ,275, -   , -   , -   , -   , -   ,"4,485",16,
E02000940,Wandsworth 018,164,"5,607", -   , -   , -   ,"3,838","12,281", -   , -   , -   ,412, -   , -   , -   , -   , -   ,"4,573",27,
E02000941,Wandsworth 019,208,"7,119", -   , -   , -   ,"3,876","1,440", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,788",18,
E02000942,Wandsworth 020,29,991, -   , -   , -   ,"4,294","12,736", -   , -   , -   ,275, -   , -   , -   , -   , -   ,"15,501",34,
E02000943,Wandsworth 021,133,"4,497", -   , -   , -   ,"5,016","6,849", -   , -   , -   ,824, -   , -   ,182, -   , -   ,"4,424",22,
E02000944,Wandsworth 022,71,"2,444", -   , -   , -   ,782,"1,334", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,183",9,
E02000945,Wandsworth 023,298,"9,580", -   , -   , -   ,"4,142","12,054", -   , -   , -   ,"1,625", -   , -   , -   , -   , -   , -   ,28,
E02000946,Wandsworth 024,16,10, -   , -   , -   ,"4,940","1,501", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,529",11,
E02000947,Wandsworth 025,192,"6,293", -   , -   , -   ,"4,066","4,977", -   , -   , -   ,137, -   , -   , -   , -   , -   , -   ,16,
E02000948,Wandsworth 026,867,"29,687", -   , -   , -   ,"4,788","1,440", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,283",42,
E02000949,Wandsworth 027,387,"13,255", -   , -   , -   ,608,"15,162", -   , -   , -   ,275, -   , -   , -   , -   , -   ,"5,345",35,
E02000950,Wandsworth 028,210,"7,186", -   , -   , -   ,782,"6,012", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,14,
E02000951,Wandsworth 029,6,216,"35,873", -   , -   ,"4,788","6,110", -   , -   , -   ,824, -   , -   ,189, -   ,"3,589","3,609",55,
E02000952,Wandsworth 030,130,"4,452", -   , -   , -   ,538,"1,380", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,338",10,
E02000953,Wandsworth 031,46,314, -   , -   , -   ,782,"1,471", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,841",6,
E02000954,Wandsworth 032,5,126, -   , -   , -   ,488,"7,194", -   , -   , -   ,137, -   , -   , -   , -   , -   ,"3,395",11,
E02000955,Wandsworth 033,44,"1,522", -   , -   , -   ,"4,066","12,281", -   , -   , -   ,549, -   , -   , -   , -   , -   ,"3,501",22,
E02000956,Wandsworth 034,58,"1,981", -   , -   ,"3,081","3,876","5,470", -   , -   ,713,275, -   , -   ,182, -   , -   ,"3,753",19,
E02000957,Wandsworth 035,9,295, -   , -   , -   ,576,"6,061", -   , -   , -   ,961, -   , -   , -   , -   , -   ,"5,075",13,
E02000958,Wandsworth 036,234,"7,997", -   , -   , -   ,782,"6,373", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,461",20,
E02000959,Wandsworth 037,17,597, -   , -   , -   ,"7,803","1,031", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,898",13,
E02000960,Westminster 001,2,66, -   , -   , -   ,"4,864","28,959",163, -   , -   ,137, -   , -   , -   , -   , -   ,"4,596",39,
E02000961,Westminster 002,80,"2,751", -   , -   , -   ,"4,826","14,707", -   , -   , -   , -   , -   , -   ,370, -   , -   ,"5,902",29,
E02000962,Westminster 003,44,"1,524","101,538", -   , -   ,"9,018","19,577", -   , -   , -   , -   , -   , -   , -   ,"58,798","7,498","6,830",205,
E02000963,Westminster 004,25,844, -   , -   , -   ,"7,853","5,568",163, -   , -   , -   , -   , -   , -   , -   , -   ,"5,600",20,
E02000964,Westminster 005,15,520, -   , -   , -   ,"5,320","5,913", -   , -   , -   ,275, -   , -   , -   , -   , -   ,"6,472",19,
E02000965,Westminster 006,179,"6,125","28,670", -   , -   ,"5,282","6,800",163, -   , -   , -   , -   , -   , -   , -   ,"2,625","5,837",56,
E02000966,Westminster 007,65,"2,231", -   , -   , -   ,"7,701","16,678",163, -   , -   ,275, -   , -   , -   , -   , -   ,"6,018",33,
E02000967,Westminster 008,3,92, -   , -   , -   ,"21,167","21,378",163, -   , -   ,412, -   , -   ,377, -   , -   ,"5,102",49,
E02000968,Westminster 009,77,"2,632", -   , -   , -   ,"5,548","12,130",163, -   , -   ,412, -   , -   ,194,"58,798", -   ,"9,121",89,
E02000969,Westminster 010,102,"3,477", -   , -   , -   ,"4,788","19,577",327, -   , -   , -   , -   , -   , -   , -   , -   ,"6,148",34,
E02000970,Westminster 011,93,"3,198","70,319", -   , -   ,"26,601","23,046",654, -   , -   ,961, -   , -   ,182, -   ,"7,968","5,659",139,
E02000971,Westminster 012,20,676, -   , -   , -   ,"23,264","22,667",327, -   , -   ,137, -   , -   , -   , -   , -   ,"6,147",53,
E02000972,Westminster 013,40,"1,376","81,604", -   , -   ,"26,125","32,598","1,961", -   , -   ,824, -   , -   ,725, -   ,"7,359","4,899",158,
E02000973,Westminster 014,29,"1,007","122,570", -   , -   ,"7,803","18,649",163, -   , -   ,412, -   , -   , -   , -   ,"12,229","5,550",168,
E02000974,Westminster 015,83,"2,831", -   , -   , -   ,"23,264","22,819", -   , -   , -   ,412, -   , -   , -   , -   , -   ,"5,425",55,
E02000975,Westminster 016,24,829, -   , -   , -   ,"22,311","15,693",163, -   , -   ,686, -   , -   ,180, -   , -   ,"5,266",45,
E02000976,Westminster 017,52,"1,780", -   , -   , -   ,"8,461","26,154",654, -   , -   ,412, -   , -   , -   , -   , -   ,"6,432",44,
E02000977,Westminster 018,7,227,"134,320", -   , -   ,"26,983","36,692","1,471", -   , -   ,"1,510", -   , -   ,564, -   ,"10,103","5,311",217,
E02000978,Westminster 019,4,125,"207,012", -   , -   ,"25,267","14,480", -   , -   , -   ,137, -   , -   ,380, -   ,"17,579","6,992",272,
E02000979,Westminster 020, -   , -   , -   , -   , -   ,"23,741","18,801",981, -   , -   ,549, -   , -   ,183, -   , -   ,"6,642",51,
E02000980,Westminster 021,68,"2,329","35,623", -   , -   ,"21,548","19,577", -   , -   , -   , -   , -   , -   , -   , -   ,"5,377", -   ,85,
E02000981,Westminster 022,1,33, -   , -   , -   ,"22,597","13,191",163, -   , -   ,412, -   , -   ,191, -   , -   , -   ,37,
E02000982,Westminster 023,52,"1,786", -   , -   , -   ,"26,220","32,219",327, -   , -   ,275, -   , -   , -   , -   , -   ,"5,756",67,
E02000983,Westminster 024,110,"3,760", -   , -   , -   ,"21,643","12,130",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,38,
